,proj_id,regis_id,regis_date,cancel_date,proj_name_th,proj_name_en,proj_abbr_name,fund_status,unique_id,permit_us_investment,invest_country_flag,proj_retail_type,proj_term_flag,proj_term_dd,proj_term_mm,proj_term_yy,spec_code,spec_desc,risk_spectrum,risk_spectrum_desc,fund_suitable_desc
10,M0113_2563,MF0173_2563,2020-07-02,-,กองทุนเปิด ดาโอ โกลบอล เอ็ดดูเคชั่น อิควิตี้,DAOL GLOBAL EDUCATION EQUITY FUND,DAOL-GEDUCATION,RG,C0000028866,,1,R,N,,,,FED,กองทุนรวมฟีดเดอร์,,ความเสี่ยงสูง,"•<font> </font>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหน่วยลงทุนที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<br>
•<font> </font>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวจากการลงทุนในกลุ่มธุรกิจที่ได้ประโยชน์จากการเติบโตของภาคอุตสาหกรรมที่เกี่ยวข้องกับการศึกษาทั่วโลก<br>
"
11,M0137_2562,MF0147_2562,2019-03-27,-,กองทุนเปิด ดาโอ ฟิกซ์ อินคัม,DAOL FIXED INCOME FUND,DAOL-INCOME,RG,C0000028866,,4,R,N,,,,,,,ความเสี่ยงปานกลางค่อนข้างต่ำ,"<font>• ผู้ลงทุนที่คาดหวังผลตอบแทนที่สูงกว่าเงินฝาก และยอมรับผลตอบแทนที่อาจต่ำกว่าหุ้นได้<br>
• ผู้ลงทุนที่ต้องการสภาพคล่องในการซื้อขายไถ่ถอนหน่วยลงทุนได้ทุกวันทำการ โดยจะได้รับเงินคืนภายในวันที่ T+1</font><br>
"
12,M0162_2565,MF0150_2565,2022-05-23,-,กองทุนเปิด ดาโอ ไทย ทริกเกอร์ 6M,DAOL THAI TRIGGER 6M FUND,DAOL-THAITRIG6M,RG,C0000028866,,3,R,N,,,,,,,ความเสี่ยงสูง,•<span> </span>ผู้ลงทุนเข้าใจว่ามูลค่าหน่วยลงทุนเป้าหมายไม่ใช่การรับประกันผลตอบแทนจากการลงทุน และไม่สามารถขายหน่วยลงทุนคืนได้ในช่วงเวลา 6 เดือน<br>•<span> </span>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหน่วยลงทุนที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<br>•<span> </span>ผู้ลงทุนที่คาดหวังผลตอบแทนในการลงทุนระยะสั้นจากการจับจังหวะตลาด (market timing)
13,M0169_2565,MF0241_2565,2022-08-10,-,กองทุนเปิด ดาโอ เรียล แอสเซท,DAOL REAL ASSETS FUND,DAOL-REALASSETS,RG,C0000028866,,1,R,N,,,,FED,กองทุนรวมฟีดเดอร์,,,
14,M0197_2563,MF0104_2563,2020-04-22,-,กองทุนเปิด ดาโอ ตราสารหนี้ 6M ห้ามขายผู้ลงทุนรายย่อย,DAOL BOND FUND 6M NOT FOR RETAIL INVESTORS,DAOL-BOND6M,RG,C0000028866,,4,A,N,,,,,,,ความเสี่ยงปานกลางค่อนข้างต่ำ,•<span> </span>ผู้ลงทุนที่คาดหวังผลตอบแทนที่สูงกว่าเงินฝาก และยอมรับผลตอบแทนที่อาจต่ำกว่าหุ้นได้<br>•<span> </span>ผู้ลงทุนที่มิใช่รายย่อย (Accredited Investors) ที่ยอมรับความเสี่ยงของการลงทุนในตราสารหนี้ที่มีอันดับความน่าเชื่อถือต่ำกว่าที่สามารถลงทุนได้ (Non-Investment Grade) และตราสารหนี้ที่ไม่ได้รับการจัดอันดับความน่าเชื่อถือ (Unrated Securities) ได้ในระดับสูง
15,M0205_2564,MF0177_2564,2021-05-27,-,กองทุนเปิด ดาโอ ตราสารหนี้ 6M2 ห้ามขายผู้ลงทุนรายย่อย,DAOL BOND FUND 6M2 NOT FOR RETAIL INVESTORS,DAOL-BOND6M2,RG,C0000028866,,4,A,N,,,,,,,ความเสี่ยงปานกลางค่อนข้างต่ำ,"• ผู้ลงทุนที่คาดหวังผลตอบแทนที่สูงกว่าเงินฝาก และยอมรับผลตอบแทนที่อาจต่ำกว่าหุ้นได้
<br>• ผู้ลงทุนที่มิใช่รายย่อย (Accredited Investors) ที่ยอมรับความเสี่ยงของการลงทุนในตราสารหนี้ที่มีอันดับความน่าเชื่อถือต่ำกว่าที่สามารถลงทุนได้ (Non-Investment Grade) และตราสารหนี้ที่ไม่ได้รับการจัดอันดับความน่าเชื่อถือ (Unrated Securities) ได้ในระดับสูง"
16,M0220_2564,MF0215_2564,2021-06-24,-,กองทุนเปิด ดาโอ อีโวลูชั่น ออฟ เซมิคอนดักเตอร์,DAOL EVOLUTION OF SEMICONDUCTOR FUND,DAOL-EVOSEMI,RG,C0000028866,,1,R,N,,,,"FF,SE","กองทุนรวมหน่วยลงทุน (Fund of Funds),กองทุนรวมหมวดอุตสาหกรรม",,ความเสี่ยงสูง,"•<font> </font>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหน่วยลงทุนที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<br>
•<font> </font>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวจากการลงทุนในบริษัทที่ดำเนินธุรกิจหรือได้รับประโยชน์จากการเติบโตทางธุรกิจที่เกี่ยวข้องกับอุตสาหกรรมเซมิคอนดักเตอร์<br>
•<font> </font>ผู้ลงทุนที่ต้องการกระจายการลงทุนไปยังหุ้นกลุ่มเทคโนโลยี<br>
"
17,M0252_2562,MF0375_2562,2019-08-08,-,กองทุนเปิด ดาโอ โกลบอล เทคโนโลยี,DAOL GLOBAL TECHNOLOGY FUND,DAOL-GTECH,RG,C0000028866,,1,R,N,,,,"FED,SE","กองทุนรวมฟีดเดอร์,กองทุนรวมหมวดอุตสาหกรรม",,ความเสี่ยงสูง,"•<font> </font>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหน่วยลงทุนที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้<br>
•<font> </font>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่จากการลงทุนในหลักทรัพย์ที่ได้ประโยชน์จากการเติบโตของความก้าวหน้าทางเทคโนโลยี<br>
•<font> </font>ผู้ลงทุนที่ต้องการกระจายการลงทุนไปยังหุ้นกลุ่มเทคโนโลยี<br>
"
18,M0271_2564,MF0253_2564,2021-08-06,-,กองทุนเปิด ดาโอ ยุโรป ออพพอร์ทูนิตี้,DAOL EUROPE OPPORTUNITY FUND,DAOL-EUROPE,RG,C0000028866,,1,R,N,,,,FF,กองทุนรวมหน่วยลงทุน (Fund of Funds),,ความเสี่ยงสูง,•<span> </span>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหน่วยลงทุนที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<br>•<span> </span>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในหลักทรัพย์ที่จัดตั้งขึ้น หรือดำเนินธุรกิจ หรือได้รับประโยชน์จากการดำเนินธุรกิจในภูมิภาคยุโรปเป็นหลัก
19,M0273_2564,MF0130_2565,2022-04-29,-,กองทุนเปิด ดาโอ เวียดนาม โกรท,DAOL VIETNAM GROWTH FUND,DAOL-VIETGROWTH,RG,C0000028866,,1,R,N,,,,FED,กองทุนรวมฟีดเดอร์,,ความเสี่ยงสูง,•<span> </span>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหน่วยลงทุนที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<br>•<span> </span>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวจากการลงทุนในตราสารทุนของบริษัทที่จัดตั้งหรือจดทะเบียนในประเทศเวียดนาม และ/หรือจดทะเบียนหรือจัดตั้งในประเทศอื่นที่ได้รับประโยชน์จากการดำเนินธุรกิจหลักในประเทศเวียดนาม
20,M0300_2563,MF0217_2563,2020-08-13,-,กองทุนเปิด ดาโอ ไชน่า โกรท,DAOL CHINA GROWTH FUND,DAOL-CHIG,RG,C0000028866,,1,R,N,,,,FED,กองทุนรวมฟีดเดอร์,,ความเสี่ยงสูง,"•	ผู้ลงทุนที่สามารถรับความผันผวนของราคาหน่วยลงทุนที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้            <br>
•	ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวจากการลงทุนในหุ้นของบริษัทขนาดเล็กที่มีการดำเนินการหรือมีความเกี่ยวข้องกับประเทศจีน&nbsp;<br>
"
21,M0327_2566,MF0240_2566,2023-06-29,-,กองทุนเปิด ดาโอ ไทย ออพพอร์ทูนิตี้,DAOL THAI OPPORTUNITY FUND ,DTOP,RG,C0000028866,,3,R,N,,,,,,,,
22,M0370_2563,MF0291_2563,2020-10-15,-,กองทุนเปิด ดาโอ โกลด์ แอนด์ ซิลเวอร์ อิควิตี้ เพื่อการเลี้ยงชีพ,DAOL GOLD AND SILVER EQUITY RETIREMENT MUTUAL FUND,DAOL-GOLDRMF,RG,C0000028866,,1,R,N,,,,"FED,RMF,SE","กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการเลี้ยงชีพ,กองทุนรวมหมวดอุตสาหกรรม",,ความเสี่ยงสูง,"•<font> </font>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหน่วยลงทุนที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้<br>
•<font> </font>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
•<font> </font>ผู้ลงทุนที่ต้องการกระจายการลงทุนไปยังธุรกิจที่เกี่ยวข้องกับการสำรวจ การพัฒนา และการผลิตทองคำและเงิน รวมถึงกองทุนอีทีเอฟที่สะท้อนความเคลื่อนไหวของราคาทองคำหรือเงิน เพื่อกระจายการลงทุนในทรัพย์สินประเภทต่างๆ<br>
•<font> </font>ผู้ลงทุนที่ต้องการลงทุนในระยะยาวเพื่อการเลี้ยงชีพหลังเกษียณอายุ โดยผู้ลงทุนจะได้รับสิทธิประโยชน์ทางภาษีเมื่อผู้ลงทุนซื้อหน่วยลงทุนและปฏิบัติตามหลักเกณฑ์ วิธีการ เงื่อนไข ที่กรมสรรพากร และ/หรือ กฎหมายอื่นใดที่เกี่ยวข้องกำหนด&nbsp;<br>
"
23,M0398_2563,MF0292_2563,2020-10-15,-,กองทุนเปิด ดาโอ มันนี่ มาร์เก็ต เพื่อการเลี้ยงชีพ,DAOL MONEY MARKET RETIREMENT MUTUAL FUND,DAOL-MONYRMF,RG,C0000028866,,4,R,N,,,,"MM,RMF","กองทุนรวมตลาดเงิน,กองทุนรวมเพื่อการเลี้ยงชีพ",,ความเสี่ยงต่ำ,"•<font> </font>ผู้ลงทุนที่คาดหวังผลตอบแทนที่ใกล้เคียงเงินฝาก และยอมรับผลตอบแทนที่อาจต่ำกว่ากองทุนรวมตราสารหนี้ทั่วไปได้<br>
•<font> </font>ผู้ลงทุนที่ต้องการการลงทุนที่มีความเสี่ยงต่ำ<br>
•<font> </font>ผู้ลงทุนที่ต้องการลงทุนในระยะยาวเพื่อการเลี้ยงชีพหลังเกษียณอายุ โดยผู้ลงทุนจะได้รับสิทธิประโยชน์ทางภาษีเมื่อผู้ลงทุนซื้อหน่วยลงทุนและปฏิบัติตามหลักเกณฑ์ วิธีการ เงื่อนไข ที่กรมสรรพากร และ/หรือ กฎหมายอื่นใดที่เกี่ยวข้องกำหนด<br>
"
24,M0407_2563,MF0271_2563,2020-09-28,-,กองทุนเปิด ดาโอ ออนไลน์ ช้อปปิ้ง แอนด์ เพย์เม้นท์,DAOL ONLINE SHOPPING AND PAYMENT FUND,DAOL-OSHOP,RG,C0000028866,,1,R,N,,,,FF,กองทุนรวมหน่วยลงทุน (Fund of Funds),,ความเสี่ยงสูง,"•<font> </font>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหน่วยลงทุนที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<br>
•<font> </font>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวจากการลงทุนในต่างประเทศ<br>
"
25,M0417_2564,MF0414_2564,2021-11-30,-,กองทุนเปิด ดาโอ โกลบอล วอเตอร์,DAOL GLOBAL WATER FUND,DAOL-AQUA,RG,C0000028866,,1,R,N,,,,FED,กองทุนรวมฟีดเดอร์,,ความเสี่ยงสูง,"•<font> </font>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหน่วยลงทุนที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<br>
•<font> </font>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนจากการลงทุนในบริษัทที่ดำเนินธุรกิจที่เกี่ยวข้องกับน้ำเป็นหลักและอุตสาหกรรมอื่นๆ ที่เกี่ยวข้องหรือมีความเชื่อมโยงกับน้ำ ทั้งในด้านกิจกรรมและกระบวนการเพื่อสร้างความยั่งยืน<br>
"
26,M0437_2565,MF0422_2565,2022-12-21,-,กองทุนเปิด ดาโอ เอฟเอ็กซ์ อัลฟ่า ห้ามขายผู้ลงทุนรายย่อย,DAOL FX ALPHA FUND  NOT FOR RETAIL INVESTORS ,DAOL-FXALPHA-UI,RG,C0000028866,,1,X,N,,,,FED,กองทุนรวมฟีดเดอร์,,,
27,M0461_2563,MF0026_2564,2021-01-29,-,กองทุนเปิด ดาโอ เน็กซ์ เจเนอเรชั่น อินเทอร์เน็ต,DAOL NEXT GENERATION INTERNET FUND,DAOL-CYBER,RG,C0000028866,,1,R,N,,,,FED,กองทุนรวมฟีดเดอร์,,ความเสี่ยงสูง,"•<font> </font>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหน่วยลงทุนที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<br>
•<font> </font>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวจากการลงทุนในหุ้นของบริษัทที่ดำเนินธุรกิจเกี่ยวข้องกับอินเทอร์เน็ตยุคใหม่<br>
"
28,M0498_2562,MF0505_2562,2019-11-01,-,กองทุนเปิด ดาโอ มัลติ แอสเซท อินคัม,DAOL MULTI ASSET INCOME FUND,DAOL-MULTI,RG,C0000028866,,1,R,N,,,,FED,กองทุนรวมฟีดเดอร์,,ความเสี่ยงปานกลางค่อนข้างสูง,•<span> </span>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหน่วยลงทุนที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้<br>•<span> </span>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่จากการกระจายการลงทุนในหลักทรัพย์
