,proj_id,regis_id,regis_date,cancel_date,proj_name_th,proj_name_en,proj_abbr_name,fund_status,unique_id,permit_us_investment,invest_country_flag,proj_retail_type,proj_term_flag,proj_term_dd,proj_term_mm,proj_term_yy,spec_code,spec_desc,risk_spectrum,risk_spectrum_desc,fund_suitable_desc
11,M0072_2563,MF0231_2563,2020-08-18,-,กองทุนเปิดบีแคป  โกลบอล เวลท์ 75 เพื่อการออม,BCAP Global Wealth 75 Super Saving Fund,BCAP-GW75 SSF,RG,C0000021747,,4,R,N,,,,"FF,SSF","กองทุนรวมหน่วยลงทุน (Fund of Funds),กองทุนรวมเพื่อการออม ",,,"<p>•<font> </font>ผู้ลงทุนที่ไม่มีความจำเป็นต้องใช้เงินลงทุนในส่วนนี้อย่างต่อเนื่องเป็นเวลาไม่น้อยกว่า 10 ปี เพื่อที่จะได้รับสิทธิประโยชน์ทางภาษีจากการลงทุนในกองทุนรวมเพื่อการออมตามที่กฎหมายกำหนด</p>
<p>•<font> </font>ผู้ลงทุนที่ต้องการลงทุนโดยกระจายความเสี่ยงไปในทรัพย์สินหลากหลายประเภททั้งในและต่างประเทศ</p>
<p>•<font> </font>ผู้ลงทุนที่มุ่งหวังผลตอบแทนที่เหมาะสม และสามารถรับความเสี่ยงของตราสารทุนและตราสารหนี้ โดยเข้าใจความผันผวนและรับความเสี่ยงจากการลงทุนในตราสารดังกล่าวได้</p>
<p>•<font> </font>ผู้ลงทุนที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป</p>"
12,M0073_2563,MF0230_2563,2020-08-18,-,กองทุนเปิดบีแคป โกลบอล เวลท์ 50 เพื่อการออม,BCAP Global Wealth 50 Super Saving Fund,BCAP-GW50 SSF,RG,C0000021747,,4,R,N,,,,"FF,SSF","กองทุนรวมหน่วยลงทุน (Fund of Funds),กองทุนรวมเพื่อการออม ",,,"<p>•	ผู้ลงทุนที่ไม่มีความจำเป็นต้องใช้เงินลงทุนในส่วนนี้อย่างต่อเนื่องเป็นเวลาไม่น้อยกว่า 10 ปี เพื่อที่จะได้รับสิทธิประโยชน์ทางภาษีจากการลงทุนในกองทุนรวมเพื่อการออมตามที่กฎหมายกำหนด
<br>•	ผู้ลงทุนที่ต้องการลงทุนโดยกระจายความเสี่ยงไปในทรัพย์สินหลากหลายประเภททั้งในและต่างประเทศ
<br>•	ผู้ลงทุนที่มุ่งหวังผลตอบแทนที่เหมาะสม และสามารถรับความเสี่ยงของตราสารทุนและตราสารหนี้ โดยเข้าใจความผันผวนและรับความเสี่ยงจากการลงทุนในตราสารดังกล่าวได้
<br>•	ผู้ลงทุนที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป
<br></p>"
13,M0096_2562,MF0232_2562,2019-05-28,-,กองทุนเปิดบีแคป โกลบอล เวลท์ 25,BCAP Global Wealth 25 Fund,BCAP-GW25,RG,C0000021747,,4,R,N,,,,FF,กองทุนรวมหน่วยลงทุน (Fund of Funds),,,"<p>•<font> </font>ผู้ลงทุนที่ต้องการลงทุนโดยกระจายความเสี่ยงไปในทรัพย์สินหลากหลายประเภททั้งในและต่างประเทศ</p>
<p>•<font> </font>ผู้ลงทุนที่มุ่งหวังผลตอบแทนที่เหมาะสม และสามารถรับความเสี่ยงของตราสารทุนและตราสารหนี้ โดยเข้าใจความผันผวนและรับความเสี่ยงจากการลงทุนในตราสารดังกล่าวได้</p>
<p>•<font> </font>ผู้ลงทุนที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป</p>"
14,M0136_2566,MF0365_2566,2023-09-19,-,กองทุนเปิดบีแคป มาร์เก็ต นิวทรัล เฮ็ดจ์ ฟันด์ ห้ามขายผู้ลงทุนรายย่อย,BCAP Market Neutral Hedge Fund Not for Retail Investors,BCAP-MNH UI,RG,C0000021747,,1,X,N,,,,FF,กองทุนรวมหน่วยลงทุน (Fund of Funds),,,
15,M0146_2562,MF0231_2562,2019-05-28,-,กองทุนเปิดบีแคป โกลบอล เวลท์ 10,BCAP Global Wealth 10 Fund,BCAP-GW10,RG,C0000021747,,4,R,N,,,,FF,กองทุนรวมหน่วยลงทุน (Fund of Funds),,,"<p>•<font> </font>ผู้ลงทุนที่ต้องการลงทุนโดยกระจายความเสี่ยงไปในทรัพย์สินหลากหลายประเภททั้งในและต่างประเทศ</p>
<p>•<font> </font>ผู้ลงทุนที่มุ่งหวังผลตอบแทนที่เหมาะสม และสามารถรับความเสี่ยงของตราสารทุนและตราสารหนี้ โดยเข้าใจความผันผวนและรับความเสี่ยงจากการลงทุนในตราสารดังกล่าวได้</p>
<p>•<font> </font>ผู้ลงทุนที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป</p>"
16,M0147_2562,MF0233_2562,2019-05-28,-,กองทุนเปิดบีแคป โกลบอล เวลท์ 50,BCAP Global Wealth 50 Fund,BCAP-GW50,RG,C0000021747,,4,R,N,,,,FF,กองทุนรวมหน่วยลงทุน (Fund of Funds),,,"<p>•<font> </font>ผู้ลงทุนที่ต้องการลงทุนโดยกระจายความเสี่ยงไปในทรัพย์สินหลากหลายประเภททั้งในและต่างประเทศ</p>
<p>•<font> </font>ผู้ลงทุนที่มุ่งหวังผลตอบแทนที่เหมาะสม และสามารถรับความเสี่ยงของตราสารทุนและตราสารหนี้ โดยเข้าใจความผันผวนและรับความเสี่ยงจากการลงทุนในตราสารดังกล่าวได้</p>
<p>•<font> </font>ผู้ลงทุนที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป</p>"
17,M0148_2562,MF0234_2562,2019-05-28,-,กองทุนเปิดบีแคป โกลบอล เวลท์ 75,BCAP Global Wealth 75 Fund,BCAP-GW75,RG,C0000021747,,4,R,N,,,,FF,กองทุนรวมหน่วยลงทุน (Fund of Funds),,,"<p>•<font> </font>ผู้ลงทุนที่ต้องการลงทุนโดยกระจายความเสี่ยงไปในทรัพย์สินหลากหลายประเภททั้งในและต่างประเทศ</p>
<p>•<font> </font>ผู้ลงทุนที่มุ่งหวังผลตอบแทนที่เหมาะสม และสามารถรับความเสี่ยงของตราสารทุนและตราสารหนี้ โดยเข้าใจความผันผวนและรับความเสี่ยงจากการลงทุนในตราสารดังกล่าวได้</p>
<p>•<font> </font>ผู้ลงทุนที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป</p>"
18,M0149_2562,MF0235_2562,2019-05-28,-,กองทุนเปิดบีแคป โกลบอล เวลท์ 90,BCAP Global Wealth 90 Fund,BCAP-GW90,RG,C0000021747,,4,R,N,,,,FF,กองทุนรวมหน่วยลงทุน (Fund of Funds),,,"<p>•<font> </font>ผู้ลงทุนที่ต้องการลงทุนโดยกระจายความเสี่ยงไปในทรัพย์สินหลากหลายประเภททั้งในและต่างประเทศ</p>
<p>•<font> </font>ผู้ลงทุนที่มุ่งหวังผลตอบแทนที่เหมาะสม และสามารถรับความเสี่ยงของตราสารทุนและตราสารหนี้ โดยเข้าใจความผันผวนและรับความเสี่ยงจากการลงทุนในตราสารดังกล่าวได้</p>
<p>•<font> </font>ผู้ลงทุนที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป</p>"
19,M0158_2565,,-,-,กองทุนเปิดบีแคป โกลบอล มัลติ แอสเซท พลัส เพื่อการเลี้ยงชีพ,BCAP Global Multi Asset Plus Retirement Mutual Fund,BCAP-GMA PLUS RMF,RG,C0000021747,,1,R,N,,,,"FED,RMF","กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการเลี้ยงชีพ",,,
20,M0186_2563,MF0162_2563,2020-06-23,-,กองทุนเปิดบีแคป โกลบอล แทคทิเคิล,BCAP Global Tactical Fund,BCAP-GTAC,RG,C0000021747,,4,R,N,,,,,,,,"•	ผู้ลงทุนที่สามารถรับความผันผวนของราคาตราสารทุนที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ 
<br>•	ผู้ลงทุนที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป
<br>"
21,M0259_2560,MF0375_2560,2017-09-06,-,กองทุนเปิด BCAP SET100 ETF,BCAP SET100 ETF,BSET100,RG,C0000021747,,3,R,N,,,,ETF,กองทุนรวมอีทีเอฟ,,,"<p><font size=""2"">•	ผู้ลงทุนที่คาดหวังให้ผลตอบแทนใกล้เคียงกับผลตอบแทนของดัชนี SET100 Total Return Index และสามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุน และทำให้ขาดทุนได้
<br>
</font></p>
<p><font size=""2"">•	ผู้ลงทุนที่สามารถลงทุนในระยะปานกลางจนถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป
</font></p><br>"
22,M0356_2561,MF0400_2561,2018-12-07,-,กองทุนเปิดบีแคป เอ็มเอสซีไอไทยแลนด์ หุ้นระยะยาว,BCAP MSCI Thailand LTF,BCAP-MSCITH LTF,RG,C0000021747,,3,R,N,,,,"IND,LTF","กองทุนรวมดัชนี,กองทุนรวมหุ้นระยะยาว",,,"<p><font>• ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้นหรือลดลงจนต่ำกว่ามูลค่าที่ลงทุน และทำให้ขาดทุนได้</font></p>
<p><font>• ผู้ลงทุนที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป</font></p>
<p><font>• ผู้ลงทุนที่ไม่มีความจำเป็นต้องใช้เงินลงทุนในส่วนนี้อย่างต่อเนื่องเป็นเวลาไม่น้อยกว่า 7 ปีปฏิทิน เพื่อที่จะได้รับสิทธิประโยชน์ทางภาษีจากการลงทุนในกองทุนรวมหุ้นระยะยาวตามที่กฎหมายกำหนด</font></p>
<br>"
23,M0384_2565,MF0320_2565,2022-10-11,-,กองทุนเปิดบีแคป มันนี่ มาร์เก็ต,BCAP Money Market Fund,BCAP-MONEY,RG,C0000021747,,3,R,N,,,,MM,กองทุนรวมตลาดเงิน,,,
24,M0439_2562,MF0525_2562,2019-11-19,-,กองทุนเปิดบีแคป ตราสารหนี้ระยะกลาง,BCAP Medium Term Fixed Income Fund,BCAP-MFIX,RG,C0000021747,,3,R,N,,,,,,,,"<p>•	ผู้ลงทุนที่คาดหวังผลตอบแทนที่สูงกว่าเงินฝาก และสามารถยอมรับผลตอบแทนที่อาจต่ำกว่าหุ้นได้
</p>
<p>•	ผู้ลงทุนที่ต้องการสภาพคล่องในการซื้อขายไถ่ถอนหน่วยลงทุนได้ทุกวันทำการ โดยจะได้รับเงินคืนภายในวันที่ T+2
<br></p><br>"
25,M0462_2562,MF0130_2563,2020-05-21,-,กองทุนเปิดบีแคป โกลบอล ฟิกซ์ อินคัม ออพพอร์ทูนิตี้,BCAP Global Fixed Income Opportunity Fund,BCAP-GFIO,RG,C0000021747,,4,R,N,,,,,,,,"<p>•	ผู้ลงทุนที่ต้องการแสวงหาผลตอบแทนจากการการลงทุนในตราสารหนี้ทั่วโลก
</p>
<p>•	ผู้ลงทุนที่คาดหวังผลตอบแทนที่สูงกว่าเงินฝาก และสามารถยอมรับผลตอบแทนที่อาจต่ำกว่าหุ้นได้
</p>
<p>•	ผู้ลงทุนที่ต้องการสภาพคล่องในการซื้อขายไถ่ถอนหน่วยลงทุนได้ทุกวันทำการ โดยจะได้รับเงินคืนภายใน T+3
</p>
"
26,M0487_2565,MF0127_2566,2023-04-05,-,กองทุนเปิดบีแคป วิสต้า ไพรเวท อิควิตี้ 22B ห้ามขายผู้ลงทุนรายย่อย,BCAP Vista Private Equity 22B Fund Not for Retail Investors,BCAP-VISPE22BUI,RG,C0000021747,,1,X,Y,0 ,0 ,12,,,,,
27,M0491_2566,MF0528_2566,2023-12-15,-,กองทุนเปิดบีแคป ยูเอสดี ชอร์ทเทอม ลิควิดิตี้,BCAP USD Short Term Liquidity Fund,BCAP-USL,RG,C0000021747,,1,R,N,,,,FED,กองทุนรวมฟีดเดอร์,,,
28,M0504_2563,MF0373_2563,2020-12-03,-,กองทุนเปิดบีแคป ไชน่า เทคโนโลยี,BCAP China Technology  Fund,BCAP-CTECH,RG,C0000021747,,1,R,N,,,,FF,กองทุนรวมหน่วยลงทุน (Fund of Funds),,,"•	ผู้ลงทุนที่สามารถรับความผันผวนของราคาตราสารทุนที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้
<br>
•	ผู้ลงทุนที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป
<br>
•	ผู้ลงทุนที่ต้องการกระจายการลงทุนไปยังหุ้นกลุ่มเทคโนโลยี (Technology)
<br>
"
29,M0581_2563,MF0400_2563,2020-12-29,-,กองทุนเปิดบีแคป โกลด์,BCAP Gold  Fund,BCAP-GOLD,RG,C0000021747,,1,R,N,,,,FF,กองทุนรวมหน่วยลงทุน (Fund of Funds),,,"•	ผู้ลงทุนที่สามารถรับความผันผวนของราคาทองคำ ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ 
<br>•	ผู้ลงทุนที่ต้องการลงทุนในทรัพย์สินทางเลือกเพื่อกระจายการลงทุนในทรัพย์สินประเภทต่าง ๆ
<br>•	ผู้ลงทุนที่คาดหวังผลตอบแทนจากการลงทุนในทองคำ
<br>"
